site,date,Factor.1,Factor.2,Factor.3,Factor.4,Factor.5,Factor.6,Factor.7
NID,07/27/19 11:21,0.56681,0.67391,0.40626,0.40747,0.14587,0.30209,-0.014988
NID,08/06/2019 06:52,NA,NA,NA,NA,NA,NA,NA
NID,08/07/2019 08:57,-0.10306,2.0415,0.78017,1.0424,1.1324,0.8126,1.9157
NID,08/10/2019 06:54,0.28812,0.44162,0.9264,0.25159,-0.040856,0.923,1.109
NID,08/12/2019 06:50,0.043733,0.3823,1.4054,0.83843,0.98037,0.56463,0.80051
NID,08/17/19 12:19,-0.097831,2.8708,0.93632,0.18832,0.031315,0.73361,1.1445
NID,08/23/19 06:23,0.30157,0.79722,1.173,1.2474,2.3345,2.2825,0.84468
NID,08/25/19 12:21,0.61327,0.20273,-0.014396,1.1194,1.6814,0.97129,0.59624
NID,08/29/19 10:05,-0.077465,2.371,2.1311,0.18005,1.38,1.1443,1.8692
NID,09/01/2019 07:27,2.4342,0.49745,-0.2,0.79772,0.27965,2.4144,-0.18734
NID,09/05/2019 07:40,0.65254,1.1284,1.6072,1.4445,1.864,0.49462,0.34165
NID,09/11/2019 08:41,-0.2,3.9611,1.8739,0.48061,0.85757,0.71376,0.49586
NID,09/13/19 12:16,NA,NA,NA,NA,NA,NA,NA
NID,09/15/19 06:52,0.16322,1.9381,0.74759,0.094885,0.89166,0.3328,-0.071949
NID,09/20/19 05:50,0.042539,1.9362,1.5418,0.25785,0.254,0.82691,-0.089074
NID,09/23/19 06:09,NA,NA,NA,NA,NA,NA,NA
NID,09/27/19 08:25,0.085061,1.013,2.0593,0.1638,1.335,1.0155,1.1534
NID,10/01/2019 06:53,-0.088562,2.6353,2.9111,0.079543,1.7285,0.92645,0.3617
NID,10/03/2019 06:28,0.33116,0.8912,0.70523,0.039736,0.21403,0.74224,0.28409
NID,10/05/2019 04:38,1.1343,1.1018,1.1219,-0.15455,-0.2,2.731,-0.096022
NID,10/09/2019 10:48,0.171,1.1281,0.50453,0.4988,1.4548,0.72815,1.0464
NID,10/17/19 06:32,0.10421,1.2945,0.68086,0.50481,0.97776,0.62915,0.22678
NID,10/21/19 07:25,0.11008,1.0982,1.9018,0.62983,0.98511,0.35541,0.7808
NID,10/23/19 09:02,0.35491,0.68169,0.95732,0.37815,1.0359,1.9379,0.39682
NID,10/26/19 07:43,3.6849,1.1681,1.8007,-0.14724,1.9545,2.8702,-0.097688
NID,10/30/19 06:49,0.25615,1.6165,2.2647,-0.024693,1.3119,3.0942,0.61240000000000006
NID,11/03/2019 06:30,0.078801,0.3241,-0.2,-0.11904000000000001,1.3575,0.63913,0.10894
NID,11/06/2019 11:44,1.937,0.41047,1.1685,1.1147,1.7458,1.9295,0.71013
NID,11/09/2019 12:00,0.049224,0.50331,0.31483,0.10749,1.0236,0.25739,0.033254
NID,11/12/2019 06:33,NA,NA,NA,NA,NA,NA,NA
NID,11/20/19 12:16,0.11891,0.54422,0.20892,-0.0039278,3.4603,0.59583,0.40161
NID,11/21/19 12:09,0.11959,0.57481,1.51,0.62344,1.097,0.7846,0.70176
NID,11/27/19 12:22,NA,NA,NA,NA,NA,NA,NA
NID,11/29/19 12:55,4.3955,0.15113,1.5609,0.35032,0.48736,2.8739,0.264
NID,12/02/2019 05:33,2.4081,0.010533,1.9079,-0.05496,1.7126,3.6174,1.0457
NID,12/05/2019 12:55,1.2121,1.1223,1.1366,1.6754,1.832,2.5353,0.45985
NID,12/11/2019 12:41,0.30351,3.2666,2.0183,-0.099643,0.72061,0.60542,1.2908
NID,12/12/2019 12:37,0.87125,1.3347,1.5624,0.41971,1.4642,0.32023,1.819
NID,12/15/19 11:52,-0.03376,0.78257,0.94255,0.71935,-0.2,0.13451,0.21089
NID,01/09/2020 11:57,NA,NA,NA,NA,NA,NA,NA
NID,01/11/2020 12:09,0.48875999999999997,2.7171,0.60791,-0.2,1.0365,0.77161,-0.2
NID,01/13/20 07:05,0.85819,0.55234,1.0938,0.44267,1.8898,2.8891,3.4641
NID,01/25/20 06:51,2.784,1.6943,2.5178,-0.14425,2.2051,0.62634,0.77804
NID,01/27/20 06:45,0.8113,0.22335,2.1767,2.3597,2.1794,0.7992,2.7509
NID,02/01/2020 07:35,0.22402,0.18996,0.2751,0.012446,-0.19623,0.21676,-0.0091728
NID,02/08/2020 07:21,NA,NA,NA,NA,NA,NA,NA
NID,02/22/20 06:33,1.5402,0.21666,1.9705,0.40391,1.3573,1.3017,1.2193
NID,02/28/20 13:17,NA,NA,NA,NA,NA,NA,NA
