site,date,temp,umid,prec,ws,wd
MIC,2018-10-16,23.1334649122807,85.02355263157895,1.832,1.1972782846491228,66.39400000020798
MIC,2018-10-17,24.71542750929368,87.12791821561338,16.310000000000002,1.8813620542750928,83.0569759552859
MIC,2018-10-18,26.08154150197629,82.3498814229249,1.603,2.102748113043478,187.82681726988113
MIC,2018-10-19,24.745959595959597,72.60227272727273,0,4.633221103030303,123.75979196716456
MIC,2018-10-20,23.271931330472103,65.74824034334765,0,3.132209083261803,119.14990765259743
MIC,2018-10-21,21.656769230769232,80.46576923076923,1.145,1.961164541923077,135.88507409016464
MIC,2018-10-22,23.78560975609756,72.77780487804878,0,2.4373012845528454,72.12669896513403
MIC,2018-10-23,24.43059649122807,75.75901754385964,0.229,2.3010253368421054,130.6726101276749
MIC,2018-10-24,21.810689655172418,88.46305418719211,19.455,3.8023029704433497,132.6525320043152
MIC,2018-10-25,22.83097435897436,90.73333333333332,7.556,2.459189478974359,81.7011221827545
MIC,2018-10-26,24.45004807692308,87.23365384615384,7.553,2.00262285,76.8765201562494
MIC,2018-10-27,27.883304721030044,63.265150214592275,0.229,4.493515763090128,210.72162092006187
MIC,2018-10-28,23.244245614035087,67.67101754385965,0,2.752280715087719,113.18413521368196
MIC,2018-10-29,22.902996515679444,74.48898954703833,6.173,2.359687393031359,64.96414795514865
MIC,2018-10-30,24.746505190311417,72.5061937716263,0,2.722787401384083,65.91815585400545
MIC,2018-10-31,24.372629757785468,79.16242214532872,3.663,2.204743369550173,228.27154771749431
MIC,2018-11-01,24.54271551724138,79.7235775862069,3.205,2.4356525370689655,114.92663981979764
MIC,2018-11-02,23.549134948096885,79.65868512110727,3.205,1.789717419723183,83.93067279154269
MIC,2018-11-03,24.87242214532872,81.01494809688582,18.065,2.346767564013841,122.80077629989012
MIC,2018-11-04,23.28303135888502,81.5284668989547,3.66,1.7027342285714286,109.37274757191618
MIC,2018-11-05,23.931527272727273,73.09952727272727,0.457,2.009086897090909,57.96639767909248
MIC,2018-11-06,24.341280276816608,76.93525951557093,0.916,2.1500807470588237,94.7168611792934
MIC,2018-11-07,24.864290657439447,77.64031141868512,2.2880000000000003,3.0728777266435987,109.61568687886788
MIC,2018-11-08,23.78418685121107,73.43242214532872,0.458,3.8369521332179937,115.3432175166788
MIC,2018-11-09,23.65439446366782,84.679723183391,22.544,3.2519973100346022,80.70359214250365
MIC,2018-11-10,24.954221453287197,83.62100346020762,7.322,1.795227817301038,51.24685930149113
MIC,2018-11-11,27.136276595744683,76.69847517730497,0.458,1.916841005319149,77.25931000411485
MIC,2018-11-12,27.58301038062284,77.34878892733563,0,2.121361047750865,80.61884587893206
MIC,2018-11-13,27.462595155709344,78.3935294117647,0,2.488478455017301,71.52287194085541
MIC,2018-11-14,27.997370242214533,81.5050865051903,2.059,1.878685134256055,158.54094617132756
MIC,2018-11-15,27.705328719723184,67.29432525951557,0,2.4556862716262975,94.00039762984947
MIC,2018-11-16,27.694982698961937,63.86553633217993,0,2.4873990847750864,77.50457444771591
MIC,2018-11-17,26.563979238754325,67.42512110726643,0,3.284579948096886,69.01071617191525
MIC,2018-11-18,25.239100346020763,79.35740484429066,6.634,2.1504373370242216,161.41341266845637
MIC,2018-11-19,23.308907563025212,64.54848739495799,0,2.4256582268907563,170.8503293641267
MIC,2018-11-20,20.5,82.67937500000001,0,2.1527156906571303,74.76022372762725
MIC,2018-11-21,28.282222222222224,47.513333333333335,0,2.966666666666667,83.64000918751462
MIC,2018-11-22,23.058823529411764,85.62764705882353,0,1.8748849562176224,117.90582539430542
MIC,2018-11-23,24.166666666666668,86.1575,0,1.0281627179257926,329.4955848629558
MIC,2018-11-24,25.363529411764706,87.4235294117647,0,0.5704738470588235,4.622149095436953
MIC,2018-11-25,24.571428571428573,77.49071428571429,0,4.773612618941183,107.01086062056214
MIC,2018-11-26,21.466666666666665,80.82600000000001,0,2.7074951572045887,153.44123552155986
MIC,2018-11-27,22.135,87.15,3.073,1.2023612333333331,233.44251468723164
MIC,2018-11-28,22.843333333333337,86.9,2.362,1.659815,307.9254304392697
MIC,2018-11-29,24.20193548387097,87.66129032258064,6.248,0.9236469322580644,206.553430759959
MIC,2018-11-30,24.704074074074075,89.7,39.98,0.8856481444444444,271.92222004484415
MIC,2018-12-01,24.15892857142857,89.45357142857142,0,1.320367082142857,252.94878609262412
MIC,2018-12-02,24.70136363636364,85.30909090909091,0.229,1.7970707545454545,230.6510992723563
MIC,2018-12-03,21.92448275862069,74.70413793103448,0,1.6396360034482758,330.13128505801853
MIC,2018-12-04,21.149166666666662,86.6,0,2.504212916666667,204.37120040282116
MIC,2018-12-05,23.47875,82.324375,0,1.28891498125,288.55178587620236
MIC,2018-12-06,23.9496875,78.1928125,0,2.204079853125,127.97683753088069
MIC,2018-12-07,21.83375,83.03541666666666,0,1.627858820833333,331.04986140241425
MIC,2018-12-08,20.167142857142856,73.41809523809523,0,2.0826719904761903,230.08607986673
MIC,2018-12-09,19.965,81.39857142857143,0,1.288670646428571,284.24636665143703
MIC,2018-12-10,24.196153846153845,72.88153846153847,0,0.8835683846153846,243.48190426982305
MIC,2018-12-11,24.811176470588236,86.05,0,1.6989297794117646,224.64214475961592
MIC,2018-12-12,25.910833333333333,86.38416666666667,0,1.9523379416666664,229.67516527423268
MIC,2018-12-13,27.02921052631579,82.64526315789473,0,1.1834210631578947,173.91136312137888
MIC,2018-12-14,27.173846153846153,87.65384615384616,0,1.0701495923076922,350.4780925240543
MIC,2018-12-15,26.98236842105263,82.21736842105263,0,1.855628710526316,287.6614030684011
MIC,2018-12-16,27.30857142857143,82.04523809523809,0,2.168902133333334,213.1511937957116
MIC,2018-12-17,29.126666666666665,81.75904761904762,0,1.889920623809524,74.61436424115725
MIC,2018-12-18,27.4,83.68933333333334,0,2.741767247802116,124.2022574547516
MIC,2018-12-19,26.764705882352946,81.99882352941177,0,2.026085355912593,74.1785924511279
MIC,2018-12-20,29.11764705882353,79.42823529411764,0,2.5099266349364964,356.1566611020802
MIC,2018-12-21,26.53846153846154,81.80538461538461,0,2.254049035452701,112.83359091518707
MIC,2018-12-22,26.4,82.75266666666667,0,2.0905975264491135,177.36988901625796
MIC,2018-12-23,25.125,85.421875,0,3.727089852481001,129.3137196767738
MIC,2018-12-24,23.733333333333334,88.39999999999999,0,2.2619579794367453,133.77689212193957
MIC,2018-12-25,23.076923076923077,86.73,0,2.689040954575151,122.4766197438997
MIC,2018-12-26,24.533333333333335,80.87733333333334,0,2.4675905230219035,78.81861774715887
MIC,2018-12-27,25.466666666666665,78.07733333333333,0,2.501862613619429,65.92045728331202
MIC,2018-12-28,27.176470588235293,74.17058823529412,0,2.5704067948144833,67.33971735253162
MIC,2018-12-29,27.444444444444443,76.49333333333334,0,2.570406794814484,58.29143744883771
MIC,2018-12-30,28.625,73.015625,0,2.15271569065713,51.45359965423296
MIC,2018-12-31,28.153846153846153,76.60461538461539,0,1.8190571163302496,59.56224408889088
MIC,2019-01-01,28.266666666666666,74.68666666666667,0,2.638950976009536,71.61292506200235
MIC,2019-01-02,28.75,76.00625,0,2.666797049620027,32.64805429828007
MIC,2019-01-03,32.294117647058826,66.13470588235295,0,3.2961687133503372,292.67621220264857
MIC,2019-01-04,26.8,86.79933333333334,0,3.153032334972431,138.07338155612825
MIC,2019-01-05,23.85,93.1825,0,1.9021010281627175,187.24735468887383
MIC,2019-01-06,25.4,84.12733333333334,0,1.3366115333035298,59.46239505296411
MIC,2019-01-07,31.5,63.85142857142857,0,2.6071268918832606,307.0577353250575
MIC,2019-01-08,28.928571428571427,75.53642857142857,0,2.2399259211954776,141.0827293151135
MIC,2019-01-09,27.615384615384617,84.16153846153846,0,1.5026993569684657,43.707043136992155
MIC,2019-01-10,29.533333333333335,73.63466666666666,0,2.433318432424378,110.51039775027247
MIC,2019-01-11,28.41176470588235,74.12647058823529,0,2.6611270346314653,118.95118202838532
MIC,2019-01-12,28.1875,78.68625,0,2.377626285203397,112.9548683789512
MIC,2019-01-13,26.294117647058822,86.13588235294118,0,2.3587262352415257,42.2466616254718
MIC,2019-01-14,26.470588235294116,85.28117647058824,0,1.9656051960346053,27.88456055587517
MIC,2019-01-15,28.294117647058822,79.28941176470587,0,2.5099266349364946,19.819822818616245
MIC,2019-01-16,31.4375,69.388125,0,2.3454962002682147,22.453767065656876
MIC,2019-01-17,29.466666666666665,74.00133333333333,0,2.7417672478021142,140.13906794780144
MIC,2019-01-18,27.625,82.295625,0,2.249105945462672,83.12886652142514
MIC,2019-01-19,27.357142857142858,84.63642857142857,0,2.754007280158375,150.36928308524602
MIC,2019-01-20,25.153846153846153,82.15923076923077,0,1.581788796808913,264.23840515286514
MIC,2019-01-21,27.88235294117647,79.8335294117647,0,2.177285755607562,63.31364967133986
MIC,2019-01-22,27.166666666666668,83.985,0,1.97064520935777,87.47305287383497
MIC,2019-01-23,28.647058823529413,81.12647058823529,0,1.753924636461647,36.17128693217654
MIC,2019-01-24,27.1875,84.08562500000001,0,2.5382767098793018,25.036493015994097
MIC,2019-01-25,26.764705882352946,81.60470588235295,0,2.6308869546924707,116.81671728114392
MIC,2019-01-26,27.625,78.425625,0,2.9880978989718376,79.57779995073801
MIC,2019-01-27,26.22222222222222,85.13777777777779,0,1.9135250583618932,113.26994032589477
MIC,2019-01-28,28.61111111111111,81.63388888888889,0,1.9135250583618928,105.18264271377868
MIC,2019-01-29,30.894736842105264,78.5021052631579,0,2.056325435851586,47.527045100084024
MIC,2019-01-30,31.466666666666665,75.164,0,2.296230070034272,47.687997879632974
MIC,2019-01-31,30.6875,64.294375,0,2.441886455073759,1.1893615816827037
MIC,2019-02-01,30,74.59235294117647,0,2.147045675668568,117.05075414730464
MIC,2019-02-02,28.176470588235293,80.73117647058824,0,2.7518472744484463,140.3979787972433
MIC,2019-02-03,24.533333333333335,87.04533333333333,0,3.08448815377738,161.45251397624318
MIC,2019-02-04,21.375,89.550625,0,1.8314148413053188,302.46668359042116
MIC,2019-02-05,21.4,89.926,0,1.0281627179257922,303.8559870255186
MIC,2019-02-06,22.5,85.931875,0,1.5422440768886905,26.230631919583175
MIC,2019-02-07,24.235294117647054,77.75647058823529,0,2.147045675668568,36.76567220867571
MIC,2019-02-08,27.125,73.92,0,2.4418864550737585,68.59012968377843
MIC,2019-02-09,27.61111111111111,78.00166666666667,0,2.3704862663289124,52.87715661681193
MIC,2019-02-10,27.941176470588236,78.22058823529412,0,2.8425675142654288,72.84213709376002
MIC,2019-02-11,27.1875,86.019375,0,2.0884555207867677,158.44180819466675
MIC,2019-02-12,26.41176470588235,84.57411764705883,0,3.538089352862288,127.7875730011484
MIC,2019-02-13,23.0625,75.32375,0,2.666797049620026,169.29946099608037
MIC,2019-02-14,23.58823529411765,79.01117647058824,0,1.4515238370717078,34.181179581664
MIC,2019-02-15,21.41176470588235,89.22823529411765,0,1.4817639170107015,266.41320755968206
MIC,2019-02-16,21.466666666666665,93.71466666666667,0,2.0563254358515866,174.57005907018424
MIC,2019-02-17,22.357142857142858,94.59,0,3.0477680567086014,200.710283653356
MIC,2019-02-18,25.555555555555557,83.85888888888888,0,2.9702478517856243,152.9271251511916
MIC,2019-02-19,28.513333333333332,77.03,0,2.600926,92.6840247189877
MIC,2019-02-20,25.4,85.01333333333334,0,1.850692892266427,85.27247494967378
MIC,2019-02-21,24.8125,88.435,0,1.7671546714349564,14.638161107132987
MIC,2019-02-22,26.133333333333333,87.11933333333333,0,1.713604529876322,65.63998386121804
MIC,2019-02-23,29.25,77.379375,0,1.959935181046043,88.71425627144842
MIC,2019-02-24,30.58823529411765,72.24823529411765,0,2.4796865549975022,334.2934277984144
MIC,2019-02-25,26.125,85.596875,0,2.1848457755923105,137.75135565471385
MIC,2019-02-26,21.466666666666665,90.27333333333334,0,1.5422440768886898,207.39131580276344
MIC,2019-02-27,21.22222222222222,92.77,0,1.8564049073660152,225.05552300347324
MIC,2019-02-28,22.714285714285715,92.33642857142856,0,1.0648828149945706,315.99106860754887
MIC,2019-03-01,27.520666666666667,79.18983333333334,142.5,1.9480138716666664,39.103456944207664
MIC,2019-03-02,29.081557093425605,73.73318339100346,0,1.7208381373702422,56.47244306074285
MIC,2019-03-03,29.523598615916956,75.91453287197231,0,2.544222410380623,92.85108811385956
MIC,2019-03-04,29.13903114186851,78.35899653979239,0,1.9852700605536333,80.98185538915521
MIC,2019-03-05,29.90083044982699,77.00377162629758,0,2.2613408242214534,86.09937277950756
MIC,2019-03-06,29.55134948096886,78.99664359861592,2.747,2.0703498764705883,90.25613860991731
MIC,2019-03-07,28.95460207612457,79.82228373702422,0.916,1.4018713837370242,210.89453802466812
MIC,2019-03-08,30.49449826989619,69.96332179930796,0,2.349801052249135,113.60112172135123
MIC,2019-03-09,29.176539792387544,76.97667820069204,9.833,2.0668454442906574,161.23519789597057
MIC,2019-03-10,26.38297577854671,80.0498615916955,5.4910000000000005,2.820743944636678,197.2232705363266
MIC,2019-03-11,25.30650519031142,78.68214532871973,0.229,1.8519358242214532,258.1977500153687
MIC,2019-03-12,25.74453287197232,81.80377162629757,0.229,2.2736111062283735,216.1506751525884
MIC,2019-03-13,27.71076124567474,80.6922491349481,7.368,2.0755738193771625,72.90772883471733
MIC,2019-03-14,28.52854671280277,80.83297577854671,28.351,1.9353585169550176,152.8901850513779
MIC,2019-03-15,26.290588235294116,85.720276816609,69.449,2.295748769204152,196.8953529214744
MIC,2019-03-16,26.746332179930796,84.37217993079585,12.019,2.3616137993079587,149.1244027193705
MIC,2019-03-17,27.460346020761246,81.990276816609,0.229,1.4104680965397924,233.24621995966535
MIC,2019-03-18,28.367301038062283,81.31698961937717,0.229,1.850959250519031,121.15575894000192
MIC,2019-03-19,28.63643598615917,75.83719723183391,0.687,2.4572760224913495,165.04728690669174
MIC,2019-03-20,26.72453287197232,74.91276816608996,0.229,2.9400893878892735,139.56552227281418
MIC,2019-03-21,23.980242214532872,77.24,1.831,2.4194886470588237,200.77509095192417
MIC,2019-03-22,21.880726643598617,87.05550173010381,13.273,2.061217773702422,236.06853431583988
MIC,2019-03-23,25.61311418685121,76.37359861591696,0.229,1.6718905944636675,134.34725855149983
MIC,2019-03-24,27.171557093425605,76.99086505190311,0,1.9649269335640136,64.50769301153832
MIC,2019-03-25,28.176782006920416,76.4176124567474,0,3.066259129065744,150.70573312217613
MIC,2019-03-26,24.5798615916955,82.81685121107266,1.603,1.8620636380622837,195.7382459740567
MIC,2019-03-27,23.737993079584776,82.22626297577855,4.578,2.253476580968858,247.29291710933387
MIC,2019-03-28,24.110588235294117,85.95847750865052,14.875,2.5582487432525953,199.68995717346957
MIC,2019-03-29,25.26128027681661,79.36567474048442,7.547000000000001,2.466140924913495,132.42871923977623
MIC,2019-03-30,25.66332179930796,73.97083044982699,0,1.9059861442906576,81.97855610584229
MIC,2019-03-31,25.73993079584775,77.38910034602075,0,1.519403121799308,97.50227003662737
MIC,2019-04-01,27.00228373702422,76.58716262975778,0.458,2.1374260069204154,85.3623674547705
MIC,2019-04-02,26.950622837370243,75.36861591695502,0,1.9815763384083045,81.00219466968953
MIC,2019-04-03,27.657854671280276,78.519169550173,0,1.667436557785467,82.45597640127525
MIC,2019-04-04,28.444948096885813,81.13193771626298,0,1.7489263577854672,84.19422110758991
MIC,2019-04-05,29.030103806228375,80.8763321799308,5.056,2.5774077179930797,120.98482980514557
MIC,2019-04-06,25.53266435986159,78.48688581314879,13.267,1.5739263629757785,207.25678988846707
MIC,2019-04-07,24.22501730103806,88.48339100346021,31.102,2.259482885467128,198.87364921591737
MIC,2019-04-08,23.391557093425604,83.09716262975779,1.832,2.2967685529411765,251.07495333208783
MIC,2019-04-09,23.91771626297578,73.87387543252595,0,2.3617983525951556,182.5618698997055
MIC,2019-04-10,24.49730103806228,76.69252595155709,0.687,1.7473750370242214,75.61295083134628
MIC,2019-04-11,26.025986159169552,77.070276816609,0,1.5088264114186851,20.098658780194512
MIC,2019-04-12,26.30017301038062,78.82737024221453,0,1.6863177429065743,101.23118671946284
MIC,2019-04-13,26.50356401384083,80.4860553633218,0,1.8030123114186851,80.15160869972672
MIC,2019-04-14,27.764705882352946,80.64349480968858,0,1.8296568640138409,114.0090453629554
MIC,2019-04-15,28.048373702422147,78.70913494809689,0,1.6348346602076125,76.74065770791312
MIC,2019-04-16,26.331487889273355,82.21044982698962,2.516,1.661925229965398,141.3239524027752
MIC,2019-04-17,26.48636678200692,70.13311418685122,0,2.3501288076124567,232.48887384630595
MIC,2019-04-18,25.646712802768167,71.34664359861591,0,1.8067157150865052,79.8309036886965
MIC,2019-04-19,26.258581314878892,76.39730103806228,0,1.63722417366782,51.219336963295746
MIC,2019-04-20,27.314705882352943,77.62010380622837,0,1.5422001096885811,141.18544134261498
MIC,2019-04-21,26.514567474048444,77.91366782006921,5.953,1.5164234740484428,118.26192370395825
MIC,2019-04-22,24.13301038062284,88.33356401384083,31.336,2.1147548878892732,208.91656144849023
MIC,2019-04-23,23.374429065743943,88.4477508650519,3.664,3.1623961937716265,226.45335321523868
MIC,2019-04-24,25.201245674740484,87.32411764705883,40.013000000000005,2.394628012802768,217.375337763278
MIC,2019-04-25,27.10581314878893,84.36325259515571,0,1.5472443065743944,103.46189170985484
MIC,2019-04-26,27.17710801393728,83.46017421602788,0,1.6417770020905924,106.40832130314884
MIC,2019-04-27,26.982560553633217,85.37186851211072,5.492,1.3273808058823529,126.33205479681033
MIC,2019-04-28,25.422076124567475,85.40512110726644,2.289,1.864844282698962,177.80413647666268
MIC,2019-04-29,24.74546712802768,77.37342560553633,0.229,1.612369262629758,103.8388342479118
MIC,2019-04-30,25.2759169550173,75.7218339100346,0,1.6745886394463667,73.95922527116211
MIC,2019-05-01,25.325121107266437,81.12401384083044,0,1.120066321799308,227.46381246500113
MIC,2019-05-02,25.536851211072666,84.98429065743944,8.487,1.2479046714878892,137.60322517035104
MIC,2019-05-03,27.45138408304498,83.6018339100346,0,1.7821203325259516,84.63804732653898
MIC,2019-05-04,28.415017301038063,84.43629757785467,0,1.4565724733564014,100.87614507120242
MIC,2019-05-05,27.66782006920415,81.51048442906574,0,1.6801518733564014,103.43488283400065
MIC,2019-05-06,28.3357785467128,80.43543252595155,3.888,1.903730278200692,99.90613353970036
MIC,2019-05-07,25.179757785467128,80.65480968858131,0.458,2.044008057785467,138.56788238014303
MIC,2019-05-08,23.94871972318339,77.1666089965398,0,1.4176700961937716,152.65163775572813
MIC,2019-05-09,24.313079584775085,82.4629411764706,2.061,1.8344213847750863,57.6110291334696
MIC,2019-05-10,25.400207612456747,82.23121107266437,0.229,1.2755594010380622,147.53935829343158
MIC,2019-05-11,25.361107266435987,86.77051903114187,8.715,1.5778258321799308,197.11043629895735
MIC,2019-05-12,23.625570934256057,85.43944636678201,1.374,1.834285863321799,120.4514646202568
MIC,2019-05-13,23.571384083044983,86.89377162629758,1.145,1.279467495467128,250.21655918774516
MIC,2019-05-14,24.408373702422143,74.10121107266436,0.229,3.881465789619377,209.84828718271604
MIC,2019-05-15,22.167370242214535,78.9919723183391,4.347,3.360796793079585,214.7273270893429
MIC,2019-05-16,22.350242214532873,81.03716262975779,17.001,3.4995982093425604,182.1325844321895
MIC,2019-05-17,22.006193771626297,82.3439446366782,0.687,2.335294116262976,209.498720388162
MIC,2019-05-18,22.698996539792383,86.5236678200692,9.84,1.901651291349481,241.15825954386952
MIC,2019-05-19,23.26757785467128,86.71851211072665,5.49,2.004394483737024,221.6010782899226
MIC,2019-05-20,24.82899653979239,82.20221453287198,0.229,1.4765004086505191,83.40182943125758
MIC,2019-05-21,24.004152249134947,84.46896193771626,0.229,1.4843848356401383,36.29535994454477
MIC,2019-05-22,25.104429065743943,82.32069204152249,0,1.6268137169550172,117.29822389678486
MIC,2019-05-23,23.86743944636678,88.69896193771626,8.702,1.0047760432525952,294.8529667986976
MIC,2019-05-24,22.609273356401385,82.50525951557094,17.159000000000002,2.0376749352941177,258.2332287132731
MIC,2019-05-25,21.380865051903115,69.13695501730103,0,2.208438091349481,240.34600721501076
MIC,2019-05-26,21.30204152249135,77.45259515570935,0,1.552310674048443,62.575157111941095
MIC,2019-05-27,21.744359861591697,80.73103806228374,0,1.2890811249134948,17.362620297076546
MIC,2019-05-28,21.866885813148787,87.09979238754325,9.156,1.562294317301038,277.81572238649915
MIC,2019-05-29,23.663771626297574,81.82695501730103,0,1.3172443247058825,77.5715362679534
MIC,2019-05-30,22.469584775086503,90.43979238754324,64.888,1.4596040041522491,222.0572813504471
MIC,2019-05-31,22.280795847750863,89.99584775086505,33.152,1.9562158788927335,329.6825608004602
MIC,2019-06-01,22.72044982698962,86.98429065743944,8.693,1.6146328366782008,152.770389254655
MIC,2019-06-02,22.795709342560553,88.0338062283737,17.257,1.784633779930796,177.91026577262446
MIC,2019-06-03,21.939792387543253,85.64058823529412,20.583,2.58372646366782,180.48424231831436
MIC,2019-06-04,19.81726643598616,77.25134948096886,0,1.6348048874048442,245.4420170598401
MIC,2019-06-05,19.660761245674745,81.20474048442907,0,1.381344694117647,245.77688481916715
MIC,2019-06-06,21.12318339100346,84.93965397923876,1.145,1.1984131273356402,0.8914613128258111
MIC,2019-06-07,21.6260553633218,81.37186851211072,0,1.407909453633218,354.1763220534673
MIC,2019-06-08,22.214221453287202,80.56038062283737,0,1.660361376816609,122.1583719706085
MIC,2019-06-09,22.84069204152249,81.66636678200692,0,1.4003469989619377,47.088244776838
MIC,2019-06-10,22.04152249134948,84.1053633217993,0,1.5313763878892734,121.3916750788144
MIC,2019-06-11,22.441868512110727,81.11692041522491,0,1.2199317522491349,14.251787295973145
MIC,2019-06-12,22.01166089965398,84.52591695501731,0,1.5243598799307958,84.396615682795
MIC,2019-06-13,23.294498269896195,84.14214532871972,0,1.3780958965397925,91.3310381821192
MIC,2019-06-14,23.6077508650519,83.58121107266436,0,1.292984410069204,74.0458937935655
MIC,2019-06-15,23.9939446366782,87.37332179930796,0,1.5930920598615916,81.12768067411604
MIC,2019-06-16,23.86698961937716,86.77131487889274,0,1.416907923183391,87.42267964950906
MIC,2019-06-17,23.882145328719723,81.07238754325259,0,1.4839129041522492,76.14344539786015
MIC,2019-06-18,23.626332179930795,83.13719723183391,0,1.3583919730103806,65.04204944041966
MIC,2019-06-19,23.881453287197232,79.5655017301038,0,1.443164177854671,121.47821623116276
