site,date,Factor.1,Factor.2,Factor.3,Factor.4,Factor.5,Factor.6,Factor.7
NID,2019-04-17T08:57:00Z,3.6718,-0.05423,0.13164,2.2567,2.3601,0.93848,2.4947
NID,2019-04-18T12:05:00Z,1.1781,0.72611,0.43521,1.9313,1.0858,-0.2,1.5988
NID,2019-04-22T12:16:00Z,1.2484,-0.2,-0.089021,3.35,1.6003,0.81853,0.28131
NID,2019-04-24T11:00:00Z,1.1417,0.78548,-0.11005,0.94835,1.0796,0.71018,0.45573
NID,2019-04-29T11:22:00Z,1.475,1.3663,0.33833,1.0266,1.0161,0.12477,0.65528
NID,2019-04-30T09:42:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-05-07T10:00:00Z,0.94938,-0.2,0.77575,1.7588,0.26177,0.14908,0.32861
NID,2019-05-09T09:16:00Z,0.5096,0.41748,0.2165,1.4834,1.2267,0.60985,0.49305
NID,2019-05-12T11:55:00Z,0.93713,0.16839,0.23042,0.29281,0.46153,0.5569,-0.051683
NID,2019-05-15T11:55:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-05-20T10:47:00Z,2.3669,0.97546,0.57936,1.7535,0.73858,0.76141,0.8183
NID,2019-05-22T12:10:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-05-26T09:30:00Z,2.2112,0.53613,0.62073,1.8577,-0.11285,0.14251,0.08414
NID,2019-05-27T11:02:00Z,5.0958,2.7795,0.61145,2.6304,-0.2,0.72334,1.1172
NID,2019-06-04T11:49:00Z,4.3521,-0.065083,-0.15749,4.7305,0.10296,0.58583,0.88376
NID,2019-06-07T11:57:00Z,-0.2,0.079548,0.10926,4.3772,2.5642,1.0583,2.698
NID,2019-06-12T12:10:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-06-13T11:07:00Z,3.0539,1.348,0.5556,3.2086,0.60063,0.071132,4.1999
NID,2019-06-19T11:21:00Z,-0.16329,2.8369,1.7929,2.4436,0.24249,-0.2,7.0892
NID,2019-06-23T10:41:00Z,1.4663,1.2194,0.9179,2.3744,2.1768,0.74589,3.129
NID,2019-06-26T10:13:00Z,0.015082,1.2019,0.43894,2.2733,-0.10792,-0.047203,0.6383
NID,2019-06-29T11:49:00Z,0.39415,1.6713,0.2973,0.31466,1.0169,0.58309,1.2729
NID,2019-07-03T11:45:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-07-10T12:16:00Z,0.97354,1.8392,0.94577,1.8555,-0.2,2.7467,2.619
NID,2019-07-12T11:34:00Z,2.3864,0.3552,0.014246,4.8982,1.4215,2.01,4.9812
NID,2019-07-14T09:33:00Z,-0.089628,1.9472,0.35267,0.43586,0.98408,2.6144,2.778
NID,2019-07-15T09:50:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-07-23T14:17:00Z,1.3058,1.5004,1.2896,2.0322,-0.2,1.3889,3.7118
NID,2019-07-27T14:21:00Z,0.56681,0.67391,0.40626,0.40747,0.14587,0.30209,-0.014988
NID,2019-08-06T09:52:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-08-07T11:57:00Z,-0.10306,2.0415,0.78017,1.0424,1.1324,0.8126,1.9157
NID,2019-08-10T09:54:00Z,0.28812,0.44162,0.9264,0.25159,-0.040856,0.923,1.109
NID,2019-08-12T09:50:00Z,0.043733,0.3823,1.4054,0.83843,0.98037,0.56463,0.80051
NID,2019-08-17T15:19:00Z,-0.097831,2.8708,0.93632,0.18832,0.031315,0.73361,1.1445
NID,2019-08-23T09:23:00Z,0.30157,0.79722,1.173,1.2474,2.3345,2.2825,0.84468
NID,2019-08-25T15:21:00Z,0.61327,0.20273,-0.014396,1.1194,1.6814,0.97129,0.59624
NID,2019-08-29T13:05:00Z,-0.077465,2.371,2.1311,0.18005,1.38,1.1443,1.8692
NID,2019-09-01T10:27:00Z,2.4342,0.49745,-0.2,0.79772,0.27965,2.4144,-0.18734
NID,2019-09-05T10:40:00Z,0.65254,1.1284,1.6072,1.4445,1.864,0.49462,0.34165
NID,2019-09-11T11:41:00Z,-0.2,3.9611,1.8739,0.48061,0.85757,0.71376,0.49586
NID,2019-09-13T15:16:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-09-15T09:52:00Z,0.16322,1.9381,0.74759,0.094885,0.89166,0.3328,-0.071949
NID,2019-09-20T08:50:00Z,0.042539,1.9362,1.5418,0.25785,0.254,0.82691,-0.089074
NID,2019-09-23T09:09:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-09-27T11:25:00Z,0.085061,1.013,2.0593,0.1638,1.335,1.0155,1.1534
NID,2019-10-01T09:53:00Z,-0.088562,2.6353,2.9111,0.079543,1.7285,0.92645,0.3617
NID,2019-10-03T09:28:00Z,0.33116,0.8912,0.70523,0.039736,0.21403,0.74224,0.28409
NID,2019-10-05T07:38:00Z,1.1343,1.1018,1.1219,-0.15455,-0.2,2.731,-0.096022
NID,2019-10-09T13:48:00Z,0.171,1.1281,0.50453,0.4988,1.4548,0.72815,1.0464
NID,2019-10-17T09:32:00Z,0.10421,1.2945,0.68086,0.50481,0.97776,0.62915,0.22678
NID,2019-10-21T10:25:00Z,0.11008,1.0982,1.9018,0.62983,0.98511,0.35541,0.7808
NID,2019-10-23T12:02:00Z,0.35491,0.68169,0.95732,0.37815,1.0359,1.9379,0.39682
NID,2019-10-26T10:43:00Z,3.6849,1.1681,1.8007,-0.14724,1.9545,2.8702,-0.097688
NID,2019-10-30T09:49:00Z,0.25615,1.6165,2.2647,-0.024693,1.3119,3.0942,0.61240000000000006
NID,2019-11-03T09:30:00Z,0.078801,0.3241,-0.2,-0.11904000000000001,1.3575,0.63913,0.10894
NID,2019-11-06T14:44:00Z,1.937,0.41047,1.1685,1.1147,1.7458,1.9295,0.71013
NID,2019-11-09T15:00:00Z,0.049224,0.50331,0.31483,0.10749,1.0236,0.25739,0.033254
NID,2019-11-12T09:33:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-11-20T15:16:00Z,0.11891,0.54422,0.20892,-0.0039278,3.4603,0.59583,0.40161
NID,2019-11-21T15:09:00Z,0.11959,0.57481,1.51,0.62344,1.097,0.7846,0.70176
NID,2019-11-27T15:22:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2019-11-29T15:55:00Z,4.3955,0.15113,1.5609,0.35032,0.48736,2.8739,0.264
NID,2019-12-02T08:33:00Z,2.4081,0.010533,1.9079,-0.05496,1.7126,3.6174,1.0457
NID,2019-12-05T15:55:00Z,1.2121,1.1223,1.1366,1.6754,1.832,2.5353,0.45985
NID,2019-12-11T15:41:00Z,0.30351,3.2666,2.0183,-0.099643,0.72061,0.60542,1.2908
NID,2019-12-12T15:37:00Z,0.87125,1.3347,1.5624,0.41971,1.4642,0.32023,1.819
NID,2019-12-15T14:52:00Z,-0.03376,0.78257,0.94255,0.71935,-0.2,0.13451,0.21089
NID,2020-01-09T14:57:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2020-01-11T15:09:00Z,0.48875999999999997,2.7171,0.60791,-0.2,1.0365,0.77161,-0.2
NID,2020-01-13T10:05:00Z,0.85819,0.55234,1.0938,0.44267,1.8898,2.8891,3.4641
NID,2020-01-25T09:51:00Z,2.784,1.6943,2.5178,-0.14425,2.2051,0.62634,0.77804
NID,2020-01-27T09:45:00Z,0.8113,0.22335,2.1767,2.3597,2.1794,0.7992,2.7509
NID,2020-02-01T10:35:00Z,0.22402,0.18996,0.2751,0.012446,-0.19623,0.21676,-0.0091728
NID,2020-02-08T10:21:00Z,NA,NA,NA,NA,NA,NA,NA
NID,2020-02-22T09:33:00Z,1.5402,0.21666,1.9705,0.40391,1.3573,1.3017,1.2193
NID,2020-02-28T16:17:00Z,NA,NA,NA,NA,NA,NA,NA
